inventory_transaction_id,timestamp,product_id,transaction_type,quantity_in,quantity_out,linked_purchase_id,linked_sales_id,warehouse,unit_cost,quantity_balance
INVT00012254,2026-04-25 18:17:58,PRD00061,sale,0.0,1,,TXN00002848,"Andheri East MIDC, Mumbai",734.2721487155644,2.0
INVT00003577,2026-04-29 01:34:04,PRD00061,purchase,2.0,0,PUR00003516,,"Andheri East MIDC, Mumbai",776.86,4.0
INVT00014317,2026-06-11 20:16:36,PRD00061,sale,0.0,1,,TXN00004849,"Andheri East MIDC, Mumbai",744.4733931730661,3.0
INVT00028789,2026-06-24 18:43:08,PRD00061,sale,0.0,1,,TXN00018820,"Andheri East MIDC, Mumbai",735.5665843319478,2.0
INVT00003578,2026-06-28 16:49:51,PRD00061,purchase,2.0,0,PUR00003517,,"Andheri East MIDC, Mumbai",754.88,4.0
INVT00003579,2024-07-01 00:00:00,PRD00062,stock_adjustment,41.76,0,,,"Andheri East MIDC, Mumbai",2832.13,41.76
INVT00022494,2024-07-03 10:00:00,PRD00062,sale,0.0,1,,TXN00012725,"Andheri East MIDC, Mumbai",2855.8641706239778,40.76
INVT00025143,2024-07-03 11:04:56,PRD00062,sale,0.0,1,,TXN00015304,"Andheri East MIDC, Mumbai",2855.8641706239778,39.76
INVT00029416,2024-07-05 19:46:34,PRD00062,sale,0.0,1,,TXN00019428,"Andheri East MIDC, Mumbai",2841.2069408243715,38.76
INVT00011329,2024-07-05 19:54:28,PRD00062,sale,0.0,7,,TXN00001956,"Andheri East MIDC, Mumbai",2841.2069408243715,31.76
INVT00014771,2024-07-09 11:57:40,PRD00062,sale,0.0,1,,TXN00005286,"Andheri East MIDC, Mumbai",2848.1651061697103,30.76
INVT00019577,2024-07-09 14:05:20,PRD00062,sale,0.0,1,,TXN00009907,"Andheri East MIDC, Mumbai",2848.1651061697103,29.76
INVT00025535,2024-07-10 15:50:25,PRD00062,sale,0.0,1,,TXN00015686,"Andheri East MIDC, Mumbai",2826.150181835648,28.76
INVT00037777,2024-07-10 17:26:53,PRD00062,sale,0.0,7,,TXN00027485,"Andheri East MIDC, Mumbai",2826.150181835648,21.76
INVT00036248,2024-07-10 18:52:37,PRD00062,sale,0.0,1,,TXN00026019,"Andheri East MIDC, Mumbai",2826.150181835648,20.76
INVT00034538,2024-07-10 21:27:00,PRD00062,sale,0.0,1,,TXN00024365,"Andheri East MIDC, Mumbai",2826.150181835648,19.76
INVT00017797,2024-07-11 16:40:01,PRD00062,sale,0.0,1,,TXN00008188,"Andheri East MIDC, Mumbai",2821.6770655282708,18.76
INVT00036211,2024-07-11 16:57:15,PRD00062,sale,0.0,1,,TXN00025983,"Andheri East MIDC, Mumbai",2821.6770655282708,17.76
INVT00026562,2024-07-11 17:16:35,PRD00062,sale,0.0,1,,TXN00016669,"Andheri East MIDC, Mumbai",2821.6770655282708,16.76
INVT00025790,2024-07-11 17:58:37,PRD00062,sale,0.0,1,,TXN00015927,"Andheri East MIDC, Mumbai",2821.6770655282708,15.76
INVT00025791,2024-07-11 17:58:37,PRD00062,sale,0.0,1,,TXN00015928,"Andheri East MIDC, Mumbai",2821.6770655282708,14.76
INVT00024378,2024-07-12 10:35:36,PRD00062,sale,0.0,1,,TXN00014562,"Andheri East MIDC, Mumbai",2820.0488425177023,13.76
INVT00031614,2024-07-14 11:23:09,PRD00062,sale,0.0,1,,TXN00021548,"Andheri East MIDC, Mumbai",2801.60971228335,12.76
INVT00023820,2024-07-14 12:45:50,PRD00062,sale,0.0,1,,TXN00014019,"Andheri East MIDC, Mumbai",2801.60971228335,11.76
INVT00027870,2024-07-14 15:58:55,PRD00062,sale,0.0,1,,TXN00017937,"Andheri East MIDC, Mumbai",2801.60971228335,10.76
INVT00027538,2024-07-14 19:14:48,PRD00062,sale,0.0,1,,TXN00017616,"Andheri East MIDC, Mumbai",2801.60971228335,9.76
INVT00027540,2024-07-14 19:14:48,PRD00062,sale,0.0,1,,TXN00017618,"Andheri East MIDC, Mumbai",2801.60971228335,8.76
INVT00027541,2024-07-14 19:14:48,PRD00062,sale,0.0,1,,TXN00017619,"Andheri East MIDC, Mumbai",2801.60971228335,7.76
INVT00032197,2024-07-15 17:46:29,PRD00062,sale,0.0,1,,TXN00022111,"Andheri East MIDC, Mumbai",2863.5633100125947,6.76
INVT00015068,2024-07-16 19:57:41,PRD00062,sale,0.0,1,,TXN00005566,"Andheri East MIDC, Mumbai",2913.408016111514,5.76
INVT00015069,2024-07-17 00:00:00,PRD00062,sales_return,1.0,0,,TXN00005566,"Andheri East MIDC, Mumbai",2913.408016111514,6.76
INVT00018233,2024-07-17 11:19:10,PRD00062,sale,0.0,5,,TXN00008608,"Andheri East MIDC, Mumbai",2832.069753426281,1.76
INVT00019604,2024-07-17 15:35:00,PRD00062,sale,0.0,1,,TXN00009934,"Andheri East MIDC, Mumbai",2832.069753426281,0.76
INVT00031091,2024-07-17 19:20:02,PRD00062,sale,0.0,1,,TXN00021042,"Andheri East MIDC, Mumbai",2832.069753426281,0.0
INVT00035877,2024-07-18 11:21:38,PRD00062,sale,0.0,1,,TXN00025658,"Andheri East MIDC, Mumbai",2832.830192536911,0.0
INVT00027405,2024-07-18 12:07:56,PRD00062,sale,0.0,1,,TXN00017488,"Andheri East MIDC, Mumbai",2832.830192536911,0.0
INVT00031989,2024-07-18 18:01:07,PRD00062,sale,0.0,1,,TXN00021911,"Andheri East MIDC, Mumbai",2832.830192536911,0.0
INVT00003580,2024-07-19 02:11:58,PRD00062,purchase,20.0,0,PUR00003518,,"Andheri East MIDC, Mumbai",2680.7,20.0
INVT00031597,2024-07-19 18:57:43,PRD00062,sale,0.0,1,,TXN00021532,"Andheri East MIDC, Mumbai",2919.518630085604,19.0
INVT00025792,2024-07-20 00:00:00,PRD00062,sales_return,1.0,0,,TXN00015928,"Andheri East MIDC, Mumbai",2821.6770655282708,20.0
INVT00036971,2024-07-21 17:14:17,PRD00062,sale,0.0,1,,TXN00026713,"Andheri East MIDC, Mumbai",2817.809551202415,19.0
INVT00039339,2024-07-23 11:50:51,PRD00062,sale,0.0,1,,TXN00028997,"Andheri East MIDC, Mumbai",2831.461686226323,18.0
INVT00035495,2024-07-24 12:01:36,PRD00062,sale,0.0,1,,TXN00025290,"Andheri East MIDC, Mumbai",2816.938875087993,17.0
INVT00013305,2024-07-24 12:31:33,PRD00062,sale,0.0,1,,TXN00003867,"Andheri East MIDC, Mumbai",2816.938875087993,16.0
INVT00036694,2024-07-25 20:22:45,PRD00062,sale,0.0,2,,TXN00026448,"Andheri East MIDC, Mumbai",2895.476680478683,14.0
INVT00013306,2024-07-26 00:00:00,PRD00062,sales_return,1.0,0,,TXN00003867,"Andheri East MIDC, Mumbai",2816.938875087993,15.0
INVT00026234,2024-07-26 10:00:00,PRD00062,sale,0.0,3,,TXN00016345,"Andheri East MIDC, Mumbai",2864.0106497769198,12.0
INVT00036634,2024-07-26 19:54:20,PRD00062,sale,0.0,1,,TXN00026391,"Andheri East MIDC, Mumbai",2864.0106497769198,11.0
INVT00038570,2024-07-26 20:16:30,PRD00062,sale,0.0,1,,TXN00028256,"Andheri East MIDC, Mumbai",2864.0106497769198,10.0
INVT00013445,2024-07-27 15:27:53,PRD00062,sale,0.0,1,,TXN00004003,"Andheri East MIDC, Mumbai",2850.426316431447,9.0
INVT00028050,2024-07-27 19:52:24,PRD00062,sale,0.0,1,,TXN00018109,"Andheri East MIDC, Mumbai",2850.426316431447,8.0
INVT00037642,2024-07-29 15:54:35,PRD00062,sale,0.0,1,,TXN00027355,"Andheri East MIDC, Mumbai",2847.2548305626756,7.0
INVT00035496,2024-07-30 00:00:00,PRD00062,sales_return,1.0,0,,TXN00025290,"Andheri East MIDC, Mumbai",2816.938875087993,8.0
INVT00010733,2024-08-01 18:49:20,PRD00062,sale,0.0,1,,TXN00001376,"Andheri East MIDC, Mumbai",2785.701344849462,7.0
INVT00039686,2024-08-01 19:58:15,PRD00062,sale,0.0,4,,TXN00029332,"Andheri East MIDC, Mumbai",2785.701344849462,3.0
INVT00039459,2024-08-03 10:30:03,PRD00062,sale,0.0,2,,TXN00029112,"Andheri East MIDC, Mumbai",2837.9018440323944,1.0
INVT00033751,2024-08-03 16:35:58,PRD00062,sale,0.0,1,,TXN00023610,"Andheri East MIDC, Mumbai",2837.9018440323944,0.0
INVT00003581,2024-08-04 09:35:22,PRD00062,purchase,20.0,0,PUR00003519,,"Andheri East MIDC, Mumbai",2466.54,20.0
INVT00023383,2024-08-07 11:01:25,PRD00062,sale,0.0,1,,TXN00013591,"Andheri East MIDC, Mumbai",2836.2160625681818,19.0
INVT00026618,2024-08-08 20:03:57,PRD00062,sale,0.0,2,,TXN00016721,"Andheri East MIDC, Mumbai",2884.802454264205,17.0
INVT00014486,2024-08-10 18:18:23,PRD00062,sale,0.0,1,,TXN00005009,"Andheri East MIDC, Mumbai",2832.2210284532216,16.0
INVT00021274,2024-08-11 18:50:56,PRD00062,sale,0.0,1,,TXN00011546,"Andheri East MIDC, Mumbai",2872.890449941903,15.0
INVT00030166,2024-08-11 18:54:36,PRD00062,sale,0.0,1,,TXN00020151,"Andheri East MIDC, Mumbai",2872.890449941903,14.0
INVT00037423,2024-08-12 13:06:12,PRD00062,sale,0.0,1,,TXN00027142,"Andheri East MIDC, Mumbai",2831.073659325046,13.0
INVT00019051,2024-08-13 11:28:01,PRD00062,sale,0.0,1,,TXN00009400,"Andheri East MIDC, Mumbai",2780.5613540277195,12.0
INVT00038989,2024-08-13 12:24:59,PRD00062,sale,0.0,1,,TXN00028663,"Andheri East MIDC, Mumbai",2780.5613540277195,11.0
INVT00025659,2024-08-14 10:03:24,PRD00062,sale,0.0,1,,TXN00015802,"Andheri East MIDC, Mumbai",2833.9779023366245,10.0
INVT00022114,2024-08-14 19:13:30,PRD00062,sale,0.0,1,,TXN00012357,"Andheri East MIDC, Mumbai",2833.9779023366245,9.0
INVT00039268,2024-08-14 21:04:10,PRD00062,sale,0.0,1,,TXN00028932,"Andheri East MIDC, Mumbai",2833.9779023366245,8.0
INVT00032870,2024-08-15 19:09:17,PRD00062,sale,0.0,5,,TXN00022765,"Andheri East MIDC, Mumbai",2874.8059167609554,3.0
INVT00018588,2024-08-16 11:29:05,PRD00062,sale,0.0,1,,TXN00008949,"Andheri East MIDC, Mumbai",2892.7032167631583,2.0
INVT00024207,2024-08-18 10:16:05,PRD00062,sale,0.0,1,,TXN00014398,"Andheri East MIDC, Mumbai",2835.6610438535254,1.0
INVT00035730,2024-08-18 15:56:51,PRD00062,sale,0.0,1,,TXN00025516,"Andheri East MIDC, Mumbai",2835.6610438535254,0.0
INVT00020332,2024-08-18 17:40:56,PRD00062,sale,0.0,1,,TXN00010635,"Andheri East MIDC, Mumbai",2835.6610438535254,0.0
INVT00034032,2024-08-20 17:04:20,PRD00062,sale,0.0,1,,TXN00023878,"Andheri East MIDC, Mumbai",2827.9022956989447,0.0
INVT00003582,2024-08-22 01:10:01,PRD00062,purchase,20.0,0,PUR00003520,,"Andheri East MIDC, Mumbai",2941.67,20.0
INVT00038990,2024-08-23 00:00:00,PRD00062,sales_return,1.0,0,,TXN00028663,"Andheri East MIDC, Mumbai",2780.5613540277195,21.0
INVT00038525,2024-08-23 10:42:07,PRD00062,sale,0.0,1,,TXN00028214,"Andheri East MIDC, Mumbai",2806.717701155723,20.0
INVT00024906,2024-08-23 19:44:18,PRD00062,sale,0.0,1,,TXN00015077,"Andheri East MIDC, Mumbai",2806.717701155723,19.0
INVT00021130,2024-08-24 16:51:24,PRD00062,sale,0.0,6,,TXN00011405,"Andheri East MIDC, Mumbai",2836.4236249853393,13.0
INVT00010808,2024-08-24 18:30:57,PRD00062,sale,0.0,1,,TXN00001448,"Andheri East MIDC, Mumbai",2836.4236249853393,12.0
INVT00010812,2024-08-24 18:30:57,PRD00062,sale,0.0,5,,TXN00001452,"Andheri East MIDC, Mumbai",2836.4236249853393,7.0
INVT00038717,2024-08-24 19:42:30,PRD00062,sale,0.0,1,,TXN00028400,"Andheri East MIDC, Mumbai",2836.4236249853393,6.0
INVT00015098,2024-08-24 21:27:00,PRD00062,sale,0.0,1,,TXN00005593,"Andheri East MIDC, Mumbai",2836.4236249853393,5.0
INVT00039897,2024-08-25 18:16:25,PRD00062,sale,0.0,1,,TXN00029541,"Andheri East MIDC, Mumbai",2835.837742591287,4.0
INVT00003583,2024-08-26 08:45:09,PRD00062,purchase,20.0,0,PUR00003521,,"Andheri East MIDC, Mumbai",3799.37,24.0
INVT00030739,2024-08-27 18:46:32,PRD00062,sale,0.0,1,,TXN00020701,"Andheri East MIDC, Mumbai",2844.5671074843135,23.0
INVT00038529,2024-08-28 18:36:54,PRD00062,sale,0.0,1,,TXN00028218,"Andheri East MIDC, Mumbai",2850.495140723986,22.0
INVT00035923,2024-08-29 16:01:34,PRD00062,sale,0.0,1,,TXN00025702,"Andheri East MIDC, Mumbai",2862.6689415400224,21.0
INVT00030069,2024-08-29 19:40:08,PRD00062,sale,0.0,1,,TXN00020057,"Andheri East MIDC, Mumbai",2862.6689415400224,20.0
INVT00009682,2024-08-30 13:02:02,PRD00062,sale,0.0,1,,TXN00000365,"Andheri East MIDC, Mumbai",2776.712645346148,19.0
INVT00009977,2024-08-30 14:25:51,PRD00062,sale,0.0,3,,TXN00000647,"Andheri East MIDC, Mumbai",2776.712645346148,16.0
INVT00009978,2024-08-30 14:25:51,PRD00062,sale,0.0,5,,TXN00000648,"Andheri East MIDC, Mumbai",2776.712645346148,11.0
INVT00023538,2024-08-31 11:17:50,PRD00062,sale,0.0,1,,TXN00013744,"Andheri East MIDC, Mumbai",2852.5643262884328,10.0
INVT00034235,2024-08-31 16:34:37,PRD00062,sale,0.0,1,,TXN00024068,"Andheri East MIDC, Mumbai",2852.5643262884328,9.0
INVT00021913,2024-09-01 10:00:00,PRD00062,sale,0.0,2,,TXN00012163,"Andheri East MIDC, Mumbai",2871.4797433580734,7.0
INVT00014288,2024-09-01 11:36:31,PRD00062,sale,0.0,1,,TXN00004820,"Andheri East MIDC, Mumbai",2871.4797433580734,6.0
INVT00027735,2024-09-02 10:00:00,PRD00062,sale,0.0,1,,TXN00017805,"Andheri East MIDC, Mumbai",2861.8598694505026,5.0
INVT00023990,2024-09-03 18:29:44,PRD00062,sale,0.0,1,,TXN00014185,"Andheri East MIDC, Mumbai",2859.5426916659185,4.0
INVT00003584,2024-09-03 20:42:10,PRD00062,purchase,20.0,0,PUR00003522,,"Andheri East MIDC, Mumbai",2927.22,24.0
INVT00026744,2024-09-05 17:35:26,PRD00062,sale,0.0,1,,TXN00016845,"Andheri East MIDC, Mumbai",2824.2590259871113,23.0
INVT00013795,2024-09-07 18:14:48,PRD00062,sale,0.0,1,,TXN00004344,"Andheri East MIDC, Mumbai",2859.3893058318017,22.0
INVT00020276,2024-09-07 18:18:06,PRD00062,sale,0.0,5,,TXN00010579,"Andheri East MIDC, Mumbai",2859.3893058318017,17.0
INVT00017893,2024-09-11 13:18:44,PRD00062,sale,0.0,1,,TXN00008280,"Andheri East MIDC, Mumbai",2845.0888425951316,16.0
INVT00024512,2024-09-13 12:12:09,PRD00062,sale,0.0,1,,TXN00014696,"Andheri East MIDC, Mumbai",2815.2370583437655,15.0
INVT00020082,2024-09-13 18:16:12,PRD00062,sale,0.0,1,,TXN00010392,"Andheri East MIDC, Mumbai",2815.2370583437655,14.0
INVT00022229,2024-09-14 15:40:51,PRD00062,sale,0.0,1,,TXN00012468,"Andheri East MIDC, Mumbai",2829.1231011858013,13.0
INVT00009644,2024-09-14 18:32:06,PRD00062,sale,0.0,1,,TXN00000328,"Andheri East MIDC, Mumbai",2829.1231011858013,12.0
INVT00011558,2024-09-16 11:24:18,PRD00062,sale,0.0,1,,TXN00002181,"Andheri East MIDC, Mumbai",2841.1389733311516,11.0
INVT00011018,2024-09-18 17:59:58,PRD00062,sale,0.0,1,,TXN00001654,"Andheri East MIDC, Mumbai",2879.1681421875933,10.0
INVT00012263,2024-09-19 14:22:24,PRD00062,sale,0.0,1,,TXN00002857,"Andheri East MIDC, Mumbai",2854.018078338337,9.0
INVT00011028,2024-09-19 18:25:00,PRD00062,sale,0.0,1,,TXN00001663,"Andheri East MIDC, Mumbai",2854.018078338337,8.0
INVT00022566,2024-09-20 14:09:33,PRD00062,sale,0.0,1,,TXN00012795,"Andheri East MIDC, Mumbai",2866.3658845635105,7.0
INVT00019824,2024-09-22 14:16:09,PRD00062,sale,0.0,1,,TXN00010142,"Andheri East MIDC, Mumbai",2818.051633796858,6.0
INVT00038814,2024-09-22 15:56:28,PRD00062,sale,0.0,1,,TXN00028494,"Andheri East MIDC, Mumbai",2818.051633796858,5.0
INVT00021586,2024-09-23 18:28:49,PRD00062,sale,0.0,1,,TXN00011849,"Andheri East MIDC, Mumbai",2862.4516904675993,4.0
INVT00019593,2024-09-24 10:42:35,PRD00062,sale,0.0,1,,TXN00009923,"Andheri East MIDC, Mumbai",2763.8540340685,3.0
INVT00003585,2024-09-24 12:50:16,PRD00062,purchase,20.0,0,PUR00003523,,"Andheri East MIDC, Mumbai",2868.77,23.0
INVT00022947,2024-09-26 13:33:21,PRD00062,sale,0.0,1,,TXN00013166,"Andheri East MIDC, Mumbai",2783.3280109547777,22.0
INVT00018693,2024-09-27 17:22:08,PRD00062,sale,0.0,1,,TXN00009050,"Andheri East MIDC, Mumbai",2873.6798517431694,21.0
INVT00026952,2024-09-27 19:29:28,PRD00062,sale,0.0,1,,TXN00017051,"Andheri East MIDC, Mumbai",2873.6798517431694,20.0
INVT00037106,2024-09-28 18:23:26,PRD00062,sale,0.0,1,,TXN00026842,"Andheri East MIDC, Mumbai",2795.522144727015,19.0
INVT00012264,2024-09-30 00:00:00,PRD00062,sales_return,1.0,0,,TXN00002857,"Andheri East MIDC, Mumbai",2854.018078338337,20.0
INVT00028081,2024-09-30 18:44:27,PRD00062,sale,0.0,2,,TXN00018140,"Andheri East MIDC, Mumbai",2870.8490455988094,18.0
INVT00030689,2024-10-02 10:36:04,PRD00062,sale,0.0,1,,TXN00020651,"Andheri East MIDC, Mumbai",2849.943852105311,17.0
INVT00023393,2024-10-02 11:45:12,PRD00062,sale,0.0,1,,TXN00013601,"Andheri East MIDC, Mumbai",2849.943852105311,16.0
INVT00036967,2024-10-02 17:08:53,PRD00062,sale,0.0,7,,TXN00026709,"Andheri East MIDC, Mumbai",2849.943852105311,9.0
INVT00030787,2024-10-03 19:22:45,PRD00062,sale,0.0,1,,TXN00020748,"Andheri East MIDC, Mumbai",2893.088891552085,8.0
INVT00014809,2024-10-05 19:20:31,PRD00062,sale,0.0,6,,TXN00005322,"Andheri East MIDC, Mumbai",2860.4788489490056,2.0
INVT00037526,2024-10-05 19:27:13,PRD00062,sale,0.0,1,,TXN00027243,"Andheri East MIDC, Mumbai",2860.4788489490056,1.0
INVT00019825,2024-10-06 00:00:00,PRD00062,sales_return,1.0,0,,TXN00010142,"Andheri East MIDC, Mumbai",2818.051633796858,2.0
INVT00026333,2024-10-07 18:40:19,PRD00062,sale,0.0,1,,TXN00016443,"Andheri East MIDC, Mumbai",2860.9076297567112,1.0
INVT00027761,2024-10-08 15:31:58,PRD00062,sale,0.0,1,,TXN00017829,"Andheri East MIDC, Mumbai",2827.9792347226835,0.0
INVT00034352,2024-10-08 15:37:24,PRD00062,sale,0.0,1,,TXN00024184,"Andheri East MIDC, Mumbai",2827.9792347226835,0.0
INVT00032586,2024-10-08 19:54:15,PRD00062,sale,0.0,1,,TXN00022490,"Andheri East MIDC, Mumbai",2827.9792347226835,0.0
INVT00028913,2024-10-09 18:48:32,PRD00062,sale,0.0,1,,TXN00018941,"Andheri East MIDC, Mumbai",2806.7394315417814,0.0
INVT00014810,2024-10-10 00:00:00,PRD00062,sales_return,6.0,0,,TXN00005322,"Andheri East MIDC, Mumbai",2860.4788489490056,6.0
INVT00036254,2024-10-10 18:27:18,PRD00062,sale,0.0,1,,TXN00026025,"Andheri East MIDC, Mumbai",2851.6490462720917,5.0
INVT00040095,2024-10-12 11:48:40,PRD00062,sale,0.0,1,,TXN00029726,"Andheri East MIDC, Mumbai",2896.1160064516553,4.0
INVT00033400,2024-10-12 19:40:31,PRD00062,sale,0.0,1,,TXN00023275,"Andheri East MIDC, Mumbai",2896.1160064516553,3.0
INVT00017775,2024-10-13 11:41:47,PRD00062,sale,0.0,1,,TXN00008166,"Andheri East MIDC, Mumbai",2857.1756055181772,2.0
INVT00003586,2024-10-14 08:49:54,PRD00062,purchase,20.0,0,PUR00003524,,"Andheri East MIDC, Mumbai",2714.71,22.0
INVT00035215,2024-10-14 14:49:22,PRD00062,sale,0.0,1,,TXN00025020,"Andheri East MIDC, Mumbai",2878.778113091945,21.0
INVT00022431,2024-10-14 14:49:58,PRD00062,sale,0.0,2,,TXN00012663,"Andheri East MIDC, Mumbai",2878.778113091945,19.0
INVT00015539,2024-10-16 12:34:30,PRD00062,sale,0.0,1,,TXN00006024,"Andheri East MIDC, Mumbai",2854.3022501116307,18.0
INVT00016491,2024-10-17 20:22:01,PRD00062,sale,0.0,1,,TXN00006936,"Andheri East MIDC, Mumbai",2813.2693954155734,17.0
INVT00027400,2024-10-18 18:50:56,PRD00062,sale,0.0,1,,TXN00017483,"Andheri East MIDC, Mumbai",2820.012462510025,16.0
INVT00024705,2024-10-20 18:53:31,PRD00062,sale,0.0,1,,TXN00014883,"Andheri East MIDC, Mumbai",2859.197756263108,15.0
INVT00021813,2024-10-23 13:31:29,PRD00062,sale,0.0,1,,TXN00012066,"Andheri East MIDC, Mumbai",2808.8165519521212,14.0
INVT00025383,2024-10-24 12:51:27,PRD00062,sale,0.0,1,,TXN00015539,"Andheri East MIDC, Mumbai",2885.6949336900416,13.0
INVT00015488,2024-10-24 14:23:33,PRD00062,sale,0.0,1,,TXN00005974,"Andheri East MIDC, Mumbai",2885.6949336900416,12.0
INVT00037769,2024-10-24 17:56:01,PRD00062,sale,0.0,1,,TXN00027478,"Andheri East MIDC, Mumbai",2885.6949336900416,11.0
INVT00021872,2024-10-26 11:26:27,PRD00062,sale,0.0,1,,TXN00012122,"Andheri East MIDC, Mumbai",2876.0023989747583,10.0
INVT00032032,2024-10-27 11:46:45,PRD00062,sale,0.0,1,,TXN00021954,"Andheri East MIDC, Mumbai",2818.164004492374,9.0
INVT00028052,2024-10-30 18:17:03,PRD00062,sale,0.0,1,,TXN00018111,"Andheri East MIDC, Mumbai",2841.3877868012846,8.0
INVT00037770,2024-10-31 00:00:00,PRD00062,sales_return,1.0,0,,TXN00027478,"Andheri East MIDC, Mumbai",2885.6949336900416,9.0
INVT00027155,2024-10-31 15:18:21,PRD00062,sale,0.0,1,,TXN00017250,"Andheri East MIDC, Mumbai",2899.631433974675,8.0
INVT00029506,2024-10-31 16:52:14,PRD00062,sale,0.0,1,,TXN00019512,"Andheri East MIDC, Mumbai",2899.631433974675,7.0
INVT00033094,2024-10-31 18:15:34,PRD00062,sale,0.0,1,,TXN00022979,"Andheri East MIDC, Mumbai",2899.631433974675,6.0
INVT00020196,2024-11-01 18:47:24,PRD00062,sale,0.0,1,,TXN00010502,"Andheri East MIDC, Mumbai",2872.914977539936,5.0
INVT00032470,2024-11-02 10:00:00,PRD00062,sale,0.0,1,,TXN00022375,"Andheri East MIDC, Mumbai",2870.8689505286657,4.0
INVT00003587,2024-11-02 10:21:56,PRD00062,purchase,20.0,0,PUR00003525,,"Andheri East MIDC, Mumbai",3122.0,24.0
INVT00011742,2024-11-02 18:55:27,PRD00062,sale,0.0,1,,TXN00002359,"Andheri East MIDC, Mumbai",2870.8689505286657,23.0
INVT00035590,2024-11-03 11:55:55,PRD00062,sale,0.0,1,,TXN00025383,"Andheri East MIDC, Mumbai",2845.188694032426,22.0
INVT00009914,2024-11-03 12:23:05,PRD00062,sale,0.0,1,,TXN00000587,"Andheri East MIDC, Mumbai",2845.188694032426,21.0
INVT00020714,2024-11-03 14:24:55,PRD00062,sale,0.0,1,,TXN00011001,"Andheri East MIDC, Mumbai",2845.188694032426,20.0
INVT00027954,2024-11-03 15:14:42,PRD00062,sale,0.0,1,,TXN00018014,"Andheri East MIDC, Mumbai",2845.188694032426,19.0
INVT00027955,2024-11-03 15:14:42,PRD00062,sale,0.0,5,,TXN00018015,"Andheri East MIDC, Mumbai",2845.188694032426,14.0
INVT00039252,2024-11-03 21:06:13,PRD00062,sale,0.0,1,,TXN00028917,"Andheri East MIDC, Mumbai",2845.188694032426,13.0
INVT00015420,2024-11-04 18:38:09,PRD00062,sale,0.0,1,,TXN00005908,"Andheri East MIDC, Mumbai",2842.6897055122645,12.0
INVT00018269,2024-11-05 17:23:52,PRD00062,sale,0.0,5,,TXN00008642,"Andheri East MIDC, Mumbai",2869.837492585905,7.0
INVT00033587,2024-11-07 13:17:10,PRD00062,sale,0.0,1,,TXN00023454,"Andheri East MIDC, Mumbai",2849.6431831239847,6.0
INVT00003588,2024-11-07 17:13:03,PRD00062,purchase,20.0,0,PUR00003526,,"Andheri East MIDC, Mumbai",2855.86,26.0
INVT00010475,2024-11-08 12:33:01,PRD00062,sale,0.0,1,,TXN00001126,"Andheri East MIDC, Mumbai",2814.3591011640765,25.0
INVT00039306,2024-11-08 18:04:16,PRD00062,sale,0.0,1,,TXN00028966,"Andheri East MIDC, Mumbai",2814.3591011640765,24.0
INVT00021148,2024-11-09 13:32:40,PRD00062,sale,0.0,1,,TXN00011423,"Andheri East MIDC, Mumbai",2847.7461439352046,23.0
INVT00028738,2024-11-10 11:15:53,PRD00062,sale,0.0,1,,TXN00018772,"Andheri East MIDC, Mumbai",2862.98595756476,22.0
INVT00014150,2024-11-10 12:42:21,PRD00062,sale,0.0,1,,TXN00004689,"Andheri East MIDC, Mumbai",2862.98595756476,21.0
INVT00029996,2024-11-12 12:27:18,PRD00062,sale,0.0,1,,TXN00019985,"Andheri East MIDC, Mumbai",2874.282111675715,20.0
INVT00030138,2024-11-13 18:32:30,PRD00062,sale,0.0,1,,TXN00020124,"Andheri East MIDC, Mumbai",2864.841065837057,19.0
INVT00009521,2024-11-17 19:27:36,PRD00062,sale,0.0,1,,TXN00000207,"Andheri East MIDC, Mumbai",2877.7648484364317,18.0
INVT00036495,2024-11-18 20:12:36,PRD00062,sale,0.0,4,,TXN00026258,"Andheri East MIDC, Mumbai",2819.3210708870483,14.0
INVT00029264,2024-11-19 15:45:32,PRD00062,sale,0.0,1,,TXN00019278,"Andheri East MIDC, Mumbai",2859.8965785010105,13.0
INVT00029265,2024-11-19 15:45:32,PRD00062,sale,0.0,6,,TXN00019279,"Andheri East MIDC, Mumbai",2859.8965785010105,7.0
INVT00036496,2024-11-20 00:00:00,PRD00062,sales_return,4.0,0,,TXN00026258,"Andheri East MIDC, Mumbai",2819.3210708870483,11.0
INVT00017527,2024-11-20 21:05:28,PRD00062,sale,0.0,1,,TXN00007927,"Andheri East MIDC, Mumbai",2851.5560881802517,10.0
INVT00027486,2024-11-21 20:33:23,PRD00062,sale,0.0,1,,TXN00017567,"Andheri East MIDC, Mumbai",2888.8642485080745,9.0
INVT00034055,2024-11-24 12:39:26,PRD00062,sale,0.0,1,,TXN00023900,"Andheri East MIDC, Mumbai",2859.9490538700666,8.0
INVT00034823,2024-11-24 14:20:49,PRD00062,sale,0.0,1,,TXN00024645,"Andheri East MIDC, Mumbai",2859.9490538700666,7.0
INVT00023944,2024-11-26 10:00:00,PRD00062,sale,0.0,1,,TXN00014140,"Andheri East MIDC, Mumbai",2899.918007747761,6.0
INVT00034056,2024-11-28 00:00:00,PRD00062,sales_return,1.0,0,,TXN00023900,"Andheri East MIDC, Mumbai",2859.9490538700666,7.0
INVT00003589,2024-11-29 01:43:39,PRD00062,purchase,10.0,0,PUR00003527,,"Andheri East MIDC, Mumbai",2913.88,17.0
