product_id,sku,product_name,category,subcategory,brand,model,unit,mrp,typical_selling_price,minimum_selling_price,typical_purchase_cost,preferred_supplier_id,alternate_supplier_ids,gross_margin_target,weight_kg,volume_liters,product_lifecycle_stage,launch_date,discontinuation_date,demand_score,seasonality_profile,price_sensitivity,substitution_group,return_probability,warranty_months,slow_moving_probability,is_accessory,min_qty_per_txn,max_qty_per_txn
PRD00112,SKU-CHA-00112,Halo Wireless-Pad Chargers HA555,chargers,wireless-pad,Halo,HA555,pcs,380.0,298.78,253.96,228.87,SUP001,SUP021|SUP026,0.234,0.806,0.113,growth,2023-03-29,,1.0132,"{1: 0.901, 2: 1.086, 3: 1.029, 4: 1.09, 5: 1.063, 6: 1.086, 7: 1.02, 8: 0.971, 9: 1.186, 10: 1.238, 11: 1.182, 12: 1.046}",0.312,chargers:wireless-pad,0.0344,6,0.3154,True,1,3
PRD00113,SKU-CHA-00113,Corvex Wall Chargers CO836,chargers,wall,Corvex,CO836,pcs,1570.0,1482.66,1260.26,972.51,SUP001,SUP021|SUP007,0.3441,0.1,1.264,mature,2021-10-23,,1.7738,"{1: 1.037, 2: 0.922, 3: 0.921, 4: 1.048, 5: 0.911, 6: 1.062, 7: 1.059, 8: 0.928, 9: 1.204, 10: 1.103, 11: 1.232, 12: 0.913}",0.698,chargers:wall,0.0459,6,0.5479,True,1,3
PRD00114,SKU-CHA-00114,Halo Car Chargers HA692,chargers,car,Halo,HA692,pcs,270.0,225.13,191.36,180.09,SUP001,SUP026|SUP021,0.2,1.096,1.025,decline,2026-05-28,,0.4597,"{1: 1.093, 2: 0.961, 3: 0.905, 4: 0.951, 5: 0.934, 6: 1.001, 7: 0.923, 8: 1.025, 9: 1.29, 10: 1.167, 11: 1.12, 12: 0.98}",0.3,chargers:car,0.0499,6,0.0866,True,1,3
PRD00115,SKU-CHA-00115,Flux Wall Chargers FL982,chargers,wall,Flux,FL982,pcs,390.0,359.94,305.95,277.55,SUP026,SUP001|SUP021,0.2289,1.02,1.175,mature,2023-09-19,,0.4737,"{1: 0.969, 2: 1.068, 3: 1.05, 4: 0.96, 5: 1.021, 6: 0.974, 7: 0.9, 8: 1.092, 9: 1.212, 10: 1.224, 11: 1.224, 12: 1.01}",0.089,chargers:wall,0.0586,12,0.2337,True,1,3
PRD00116,SKU-CHA-00116,Corvex Wall Chargers CO397,chargers,wall,Corvex,CO397,pcs,390.0,331.59,281.85,232.34,SUP001,SUP021|SUP026,0.2993,0.439,0.247,growth,2023-03-21,,0.9153,"{1: 1.076, 2: 0.93, 3: 0.904, 4: 1.0, 5: 1.073, 6: 0.965, 7: 0.926, 8: 1.096, 9: 1.242, 10: 1.284, 11: 1.261, 12: 1.04}",0.541,chargers:wall,0.058,6,0.545,True,1,3
PRD00117,SKU-CHA-00117,Flux Car Chargers FL540,chargers,car,Flux,FL540,pcs,1150.0,973.42,827.41,716.43,SUP026,SUP021|SUP001,0.264,3.003,0.149,mature,2024-10-29,,3.5856,"{1: 0.912, 2: 1.02, 3: 0.986, 4: 1.042, 5: 0.909, 6: 1.042, 7: 0.957, 8: 1.03, 9: 1.231, 10: 1.134, 11: 1.186, 12: 1.067}",0.337,chargers:car,0.032,12,0.1926,True,1,3
PRD00118,SKU-CHA-00118,Corvex Wall Chargers CO889,chargers,wall,Corvex,CO889,pcs,1550.0,1162.5,988.12,795.95,SUP001,SUP021|SUP026,0.3153,0.776,0.571,mature,2024-06-25,,0.3219,"{1: 1.057, 2: 0.975, 3: 1.025, 4: 0.946, 5: 1.016, 6: 0.916, 7: 0.987, 8: 0.937, 9: 1.292, 10: 1.187, 11: 1.222, 12: 0.972}",0.361,chargers:wall,0.0513,12,0.0305,True,1,3
PRD00119,SKU-CHA-00119,Halo Car Chargers HA113,chargers,car,Halo,HA113,pcs,930.0,697.5,592.88,544.39,SUP026,SUP001|SUP021,0.2195,0.482,0.493,mature,2024-11-25,,0.0449,"{1: 1.051, 2: 0.974, 3: 1.074, 4: 0.975, 5: 0.935, 6: 1.017, 7: 0.984, 8: 0.903, 9: 1.097, 10: 1.127, 11: 1.265, 12: 1.078}",0.177,chargers:car,0.0455,12,0.0962,True,1,3
PRD00120,SKU-CHA-00120,Halo Wireless-Pad Chargers HA699,chargers,wireless-pad,Halo,HA699,pcs,290.0,250.18,212.65,169.23,SUP021,SUP026|SUP001,0.3236,1.029,0.446,mature,2025-09-11,,2.3498,"{1: 0.94, 2: 1.065, 3: 1.099, 4: 0.92, 5: 0.92, 6: 1.053, 7: 0.913, 8: 0.914, 9: 1.293, 10: 1.272, 11: 1.292, 12: 1.03}",0.619,chargers:wireless-pad,0.0532,12,0.1477,True,1,3
PRD00121,SKU-CAB-00121,Enzo Aux Cables EN654,cables,aux,Enzo,EN654,pcs,260.0,256.83,218.31,154.29,SUP022,SUP009|SUP006,0.3993,0.558,0.385,growth,2023-04-16,,0.6747,"{1: 1.048, 2: 1.076, 3: 1.063, 4: 1.062, 5: 0.993, 6: 1.064, 7: 1.038, 8: 0.926, 9: 0.923, 10: 1.054, 11: 1.025, 12: 1.004}",0.289,cables:aux,0.0499,3,0.526,True,1,4
PRD00122,SKU-CAB-00122,Aurex Hdmi Cables AU653,cables,HDMI,Aurex,AU653,pcs,720.0,540.0,459.0,328.83,SUP006,SUP009|SUP022,0.3911,0.484,0.202,introduction,2023-12-31,,2.9779,"{1: 1.069, 2: 1.044, 3: 0.935, 4: 0.973, 5: 0.932, 6: 1.037, 7: 0.95, 8: 1.005, 9: 1.058, 10: 1.034, 11: 0.96, 12: 0.967}",0.428,cables:HDMI,0.029,3,0.1416,True,1,4
PRD00123,SKU-CAB-00123,Jetstream Lightning Cables JE438,cables,lightning,Jetstream,JE438,pcs,250.0,204.21,173.58,142.1,SUP006,SUP022|SUP009,0.3041,1.662,0.314,growth,2024-12-21,,1.3886,"{1: 1.003, 2: 1.011, 3: 0.95, 4: 1.02, 5: 0.906, 6: 1.029, 7: 1.047, 8: 1.035, 9: 0.966, 10: 1.065, 11: 1.043, 12: 0.926}",0.354,cables:lightning,0.0275,3,0.4429,True,1,4
PRD00124,SKU-CAB-00124,Jetstream Lightning Cables JE590,cables,lightning,Jetstream,JE590,pcs,160.0,120.0,102.0,72.9,SUP022,SUP009|SUP006,0.3925,0.434,1.004,discontinued,2024-06-25,2025-04-02,0.1813,"{1: 0.906, 2: 1.055, 3: 0.923, 4: 1.068, 5: 1.006, 6: 0.912, 7: 1.067, 8: 0.905, 9: 0.928, 10: 1.06, 11: 0.993, 12: 1.076}",0.417,cables:lightning,0.0225,3,0.1177,True,1,4
PRD00125,SKU-CAB-00125,Mistral Hdmi Cables MI596,cables,HDMI,Mistral,MI596,pcs,200.0,184.52,156.84,116.45,SUP022,SUP006|SUP009,0.3689,0.243,0.115,mature,2022-11-02,,1.0698,"{1: 0.95, 2: 0.962, 3: 0.95, 4: 0.954, 5: 1.011, 6: 0.948, 7: 0.979, 8: 1.031, 9: 1.067, 10: 1.039, 11: 1.019, 12: 0.93}",0.688,cables:HDMI,0.0251,6,0.1847,True,1,4
PRD00126,SKU-CAB-00126,Aurex Aux Cables AU411,cables,aux,Aurex,AU411,pcs,340.0,264.93,225.19,174.43,SUP009,SUP022|SUP006,0.3416,0.363,0.487,introduction,2023-07-27,,1.5057,"{1: 1.024, 2: 1.06, 3: 0.977, 4: 0.909, 5: 1.007, 6: 1.099, 7: 1.094, 8: 0.944, 9: 1.051, 10: 0.969, 11: 0.932, 12: 1.033}",0.57,cables:aux,0.0293,6,0.0833,True,1,4
PRD00127,SKU-CAB-00127,Mistral Usb-C Cables MI462,cables,USB-C,Mistral,MI462,pcs,1310.0,1181.6,1004.36,772.0,SUP009,SUP006|SUP022,0.3467,0.212,0.158,mature,2023-05-10,,0.4333,"{1: 0.912, 2: 1.0, 3: 1.031, 4: 1.071, 5: 1.057, 6: 1.071, 7: 1.052, 8: 1.041, 9: 0.902, 10: 1.025, 11: 0.924, 12: 0.912}",0.522,cables:USB-C,0.0446,6,0.1484,True,1,4
PRD00128,SKU-CAB-00128,Jetstream Hdmi Cables JE889,cables,HDMI,Jetstream,JE889,pcs,970.0,727.5,618.38,418.88,SUP009,SUP006|SUP022,0.4242,0.692,0.258,mature,2021-09-26,,3.2098,"{1: 1.099, 2: 1.006, 3: 0.978, 4: 0.979, 5: 0.919, 6: 0.953, 7: 1.0, 8: 0.986, 9: 1.009, 10: 1.07, 11: 0.945, 12: 0.906}",0.584,cables:HDMI,0.0328,3,0.1921,True,1,4
PRD00129,SKU-CAB-00129,Enzo Lightning Cables EN353,cables,lightning,Enzo,EN353,pcs,300.0,290.02,246.52,198.23,SUP009,SUP006|SUP022,0.3165,12.541,0.031,growth,2022-04-04,,0.6311,"{1: 0.938, 2: 0.907, 3: 1.015, 4: 0.917, 5: 0.919, 6: 1.06, 7: 0.998, 8: 0.948, 9: 0.97, 10: 1.046, 11: 0.913, 12: 0.923}",0.734,cables:lightning,0.0443,3,0.3383,True,1,4
PRD00130,SKU-CAB-00130,Aurex Lightning Cables AU225,cables,lightning,Aurex,AU225,pcs,450.0,337.5,286.88,239.78,SUP022,SUP009|SUP006,0.2896,0.024,0.532,discontinued,2021-07-05,2022-03-23,0.8692,"{1: 0.926, 2: 1.073, 3: 0.9, 4: 0.911, 5: 0.973, 6: 1.037, 7: 0.968, 8: 0.913, 9: 0.964, 10: 0.949, 11: 0.901, 12: 1.007}",0.434,cables:lightning,0.0278,6,0.5825,True,1,4
PRD00131,SKU-CAB-00131,Lumo Lightning Cables LU960,cables,lightning,Lumo,LU960,pcs,170.0,127.5,108.38,90.95,SUP022,SUP009|SUP006,0.2866,0.056,0.26,mature,2022-10-20,,1.5099,"{1: 0.985, 2: 0.919, 3: 0.99, 4: 0.909, 5: 0.901, 6: 1.086, 7: 1.038, 8: 1.012, 9: 0.968, 10: 1.014, 11: 1.078, 12: 1.03}",0.519,cables:lightning,0.042,6,0.1983,True,1,4
PRD00132,SKU-CAB-00132,Aurex Lightning Cables AU804,cables,lightning,Aurex,AU804,pcs,1460.0,1204.21,1023.58,732.94,SUP009,SUP022|SUP006,0.3914,0.204,0.105,mature,2023-08-03,,1.1655,"{1: 0.939, 2: 0.997, 3: 0.909, 4: 0.983, 5: 1.058, 6: 0.93, 7: 0.992, 8: 1.098, 9: 1.001, 10: 1.0, 11: 1.012, 12: 0.937}",0.561,cables:lightning,0.0416,6,0.2482,True,1,4
PRD00133,SKU-CAB-00133,Jetstream Lightning Cables JE774,cables,lightning,Jetstream,JE774,pcs,280.0,223.87,190.29,141.1,SUP006,SUP009|SUP022,0.3697,0.089,0.215,growth,2024-02-25,,0.0759,"{1: 0.987, 2: 1.082, 3: 0.998, 4: 1.064, 5: 0.945, 6: 0.97, 7: 0.915, 8: 0.984, 9: 1.034, 10: 1.068, 11: 1.013, 12: 1.028}",0.244,cables:lightning,0.0353,3,0.0741,True,1,4
PRD00134,SKU-CAB-00134,Aurex Aux Cables AU418,cables,aux,Aurex,AU418,pcs,280.0,210.0,178.5,122.5,SUP006,SUP009|SUP022,0.4166,0.631,1.09,decline,2024-07-11,,2.7481,"{1: 1.068, 2: 0.915, 3: 1.06, 4: 0.907, 5: 0.906, 6: 0.992, 7: 0.944, 8: 1.019, 9: 0.905, 10: 0.907, 11: 1.045, 12: 0.942}",0.426,cables:aux,0.0465,6,0.1259,True,1,4
PRD00135,SKU-CAB-00135,Enzo Usb-C Cables EN604,cables,USB-C,Enzo,EN604,pcs,390.0,292.5,248.62,162.71,SUP022,SUP006|SUP009,0.4437,0.183,0.324,decline,2026-02-27,,1.7923,"{1: 1.004, 2: 0.932, 3: 1.045, 4: 0.918, 5: 1.039, 6: 1.07, 7: 0.97, 8: 1.042, 9: 0.931, 10: 1.069, 11: 1.09, 12: 0.931}",0.312,cables:USB-C,0.0284,6,0.257,True,1,4
PRD00136,SKU-SMA-00136,Blitzo Fitness Smartwatches BL624,smartwatches,fitness,Blitzo,BL624,pcs,22810.0,18423.66,15660.11,14210.7,SUP003,SUP005|SUP002,0.2287,0.185,1.013,discontinued,2025-01-02,2025-09-04,4.802,"{1: 0.994, 2: 0.97, 3: 1.028, 4: 1.004, 5: 0.926, 6: 1.074, 7: 0.972, 8: 0.987, 9: 0.941, 10: 1.314, 11: 1.353, 12: 1.399}",0.537,smartwatches:fitness,0.0382,12,0.2073,False,1,1
PRD00137,SKU-SMA-00137,Nimbus Kids Smartwatches NI326,smartwatches,kids,Nimbus,NI326,pcs,5720.0,4890.86,4157.23,3889.76,SUP003,SUP002|SUP005,0.2047,0.144,0.184,decline,2022-12-06,,0.0505,"{1: 1.052, 2: 1.059, 3: 0.931, 4: 1.011, 5: 1.063, 6: 0.932, 7: 0.942, 8: 0.9, 9: 1.005, 10: 1.221, 11: 1.358, 12: 1.42}",0.797,smartwatches:kids,0.0341,6,0.1397,False,1,1
PRD00138,SKU-SMA-00138,Quanta Classic Smartwatches QU580,smartwatches,classic,Quanta,QU580,pcs,2040.0,1727.49,1468.37,1426.95,SUP003,SUP002|SUP005,0.174,0.103,0.399,mature,2024-11-29,,0.2012,"{1: 0.922, 2: 1.083, 3: 1.02, 4: 0.978, 5: 1.001, 6: 0.963, 7: 1.071, 8: 1.015, 9: 0.999, 10: 1.407, 11: 1.388, 12: 1.381}",0.412,smartwatches:classic,0.0418,12,0.1816,False,1,1
PRD00139,SKU-SMA-00139,Bravado Fitness Smartwatches BR149,smartwatches,fitness,Bravado,BR149,pcs,6280.0,5970.57,5159.27,5058.11,SUP003,SUP005|SUP002,0.1528,3.137,0.283,mature,2022-11-23,,1.2273,"{1: 1.047, 2: 1.091, 3: 1.073, 4: 0.98, 5: 1.021, 6: 1.098, 7: 1.014, 8: 0.923, 9: 0.909, 10: 1.375, 11: 1.28, 12: 1.234}",0.246,smartwatches:fitness,0.038,12,0.2417,False,1,1
PRD00140,SKU-SMA-00140,Quanta Kids Smartwatches QU328,smartwatches,kids,Quanta,QU328,pcs,11080.0,10241.06,9166.63,8986.89,SUP005,SUP003|SUP002,0.1225,3.587,0.169,growth,2023-02-04,,1.3413,"{1: 1.055, 2: 0.908, 3: 1.089, 4: 0.909, 5: 1.018, 6: 1.015, 7: 1.057, 8: 0.93, 9: 0.936, 10: 1.366, 11: 1.209, 12: 1.292}",0.61,smartwatches:kids,0.0476,12,0.4411,False,1,1
PRD00141,SKU-SMA-00141,Blitzo Fitness Smartwatches BL912,smartwatches,fitness,Blitzo,BL912,pcs,3810.0,3019.12,2566.25,2294.72,SUP002,SUP003|SUP005,0.2399,0.07,0.176,growth,2022-07-30,,1.0006,"{1: 1.078, 2: 0.949, 3: 1.085, 4: 1.004, 5: 0.952, 6: 1.069, 7: 0.907, 8: 1.012, 9: 1.044, 10: 1.243, 11: 1.395, 12: 1.232}",0.84,smartwatches:fitness,0.0351,12,0.5741,False,1,1
PRD00142,SKU-SMA-00142,Quanta Classic Smartwatches QU306,smartwatches,classic,Quanta,QU306,pcs,5520.0,4140.0,3537.32,3467.96,SUP003,SUP002|SUP005,0.1623,0.349,1.331,mature,2025-03-31,,0.2442,"{1: 1.094, 2: 1.092, 3: 1.064, 4: 1.02, 5: 1.05, 6: 0.936, 7: 0.996, 8: 0.951, 9: 0.901, 10: 1.421, 11: 1.395, 12: 1.304}",0.458,smartwatches:classic,0.0494,12,0.0532,False,1,1
PRD00143,SKU-SMA-00143,Blitzo Fitness Smartwatches BL173,smartwatches,fitness,Blitzo,BL173,pcs,1270.0,952.5,841.62,825.12,SUP003,SUP002|SUP005,0.1337,0.994,1.093,decline,2023-06-08,,2.0593,"{1: 0.925, 2: 0.982, 3: 1.07, 4: 0.949, 5: 0.953, 6: 1.062, 7: 0.955, 8: 0.901, 9: 0.986, 10: 1.173, 11: 1.407, 12: 1.337}",0.534,smartwatches:fitness,0.0377,12,0.4118,False,1,1
PRD00144,SKU-WEB-00144,Zenith 4K Webcams ZE824,webcams,4K,Zenith,ZE824,pcs,2700.0,2094.79,1796.46,1761.24,SUP012,SUP022|SUP011,0.1592,1.489,0.029,mature,2024-08-25,,1.7904,"{1: 0.945, 2: 0.971, 3: 1.088, 4: 1.077, 5: 1.012, 6: 1.095, 7: 1.089, 8: 0.912, 9: 1.078, 10: 1.064, 11: 0.991, 12: 0.956}",0.266,webcams:4K,0.0291,12,0.2135,True,1,1
PRD00145,SKU-WEB-00145,Zenith Hd Webcams ZE980,webcams,HD,Zenith,ZE980,pcs,1190.0,892.5,758.62,726.63,SUP012,SUP009|SUP011,0.1858,1.333,0.11,growth,2022-04-01,,6.416,"{1: 0.984, 2: 0.926, 3: 0.985, 4: 0.978, 5: 0.907, 6: 1.051, 7: 1.155, 8: 1.016, 9: 1.061, 10: 1.009, 11: 1.071, 12: 1.059}",0.575,webcams:HD,0.0368,12,0.3811,True,1,1
PRD00146,SKU-WEB-00146,Xenon Hd Webcams XE638,webcams,HD,Xenon,XE638,pcs,2070.0,1972.68,1718.24,1684.55,SUP012,SUP009|SUP022,0.1461,0.745,0.376,mature,2025-04-16,,1.848,"{1: 0.983, 2: 0.949, 3: 0.909, 4: 1.018, 5: 1.082, 6: 1.139, 7: 1.06, 8: 1.029, 9: 1.066, 10: 0.995, 11: 1.064, 12: 0.978}",0.652,webcams:HD,0.0382,12,0.1466,True,1,1
PRD00147,SKU-WEB-00147,Jetstream 4K Webcams JE455,webcams,4K,Jetstream,JE455,pcs,3180.0,2385.0,2027.25,1966.45,SUP012,SUP011|SUP009,0.1755,0.796,0.523,introduction,2024-05-02,,1.1367,"{1: 1.055, 2: 0.938, 3: 1.011, 4: 0.932, 5: 0.981, 6: 1.136, 7: 1.098, 8: 0.976, 9: 1.077, 10: 1.055, 11: 1.005, 12: 1.09}",0.679,webcams:4K,0.0369,12,0.2709,True,1,1
PRD00148,SKU-WEB-00148,Zenith 4K Webcams ZE551,webcams,4K,Zenith,ZE551,pcs,1400.0,1050.0,892.5,836.41,SUP012,SUP011|SUP009,0.2034,0.316,0.202,decline,2023-01-27,,0.0668,"{1: 1.095, 2: 0.98, 3: 0.932, 4: 0.911, 5: 1.027, 6: 1.206, 7: 1.187, 8: 1.04, 9: 1.098, 10: 1.045, 11: 0.968, 12: 1.02}",0.495,webcams:4K,0.0372,12,0.3233,True,1,1
PRD00149,SKU-WEB-00149,Jetstream 4K Webcams JE737,webcams,4K,Jetstream,JE737,pcs,2300.0,1839.0,1587.0,1555.88,SUP012,SUP009|SUP022,0.154,0.451,0.138,growth,2023-02-17,,0.9205,"{1: 1.036, 2: 1.013, 3: 0.988, 4: 0.97, 5: 0.945, 6: 1.1, 7: 0.996, 8: 0.966, 9: 1.036, 10: 0.922, 11: 0.913, 12: 1.03}",0.371,webcams:4K,0.0271,12,0.24,True,1,1
PRD00150,SKU-WEB-00150,Xenon 4K Webcams XE647,webcams,4K,Xenon,XE647,pcs,3820.0,3639.44,3093.52,2903.42,SUP012,SUP022|SUP011,0.2022,0.362,0.208,growth,2025-08-03,,0.5242,"{1: 1.097, 2: 0.974, 3: 1.049, 4: 1.021, 5: 1.033, 6: 1.153, 7: 1.155, 8: 1.077, 9: 0.97, 10: 1.031, 11: 0.956, 12: 1.019}",0.766,webcams:4K,0.0305,12,0.3628,True,1,1
PRD00151,SKU-WEB-00151,Torque Hd Webcams TO334,webcams,HD,Torque,TO334,pcs,7350.0,5512.5,4685.62,4570.43,SUP012,SUP011|SUP009,0.1709,0.109,0.052,mature,2024-11-12,,0.77,"{1: 1.055, 2: 1.045, 3: 1.043, 4: 1.043, 5: 1.078, 6: 1.121, 7: 1.203, 8: 0.924, 9: 1.026, 10: 1.043, 11: 0.995, 12: 0.958}",0.495,webcams:HD,0.0254,12,0.4925,True,1,1
PRD00152,SKU-WEB-00152,Zenith Hd Webcams ZE455,webcams,HD,Zenith,ZE455,pcs,1120.0,921.28,783.09,740.26,SUP012,SUP022|SUP011,0.1965,0.122,3.145,mature,2024-12-15,,0.6683,"{1: 0.955, 2: 1.053, 3: 0.963, 4: 1.026, 5: 1.02, 6: 1.002, 7: 0.991, 8: 0.912, 9: 0.926, 10: 0.952, 11: 1.081, 12: 1.004}",0.483,webcams:HD,0.0239,12,0.1728,True,1,1
PRD00153,SKU-WEB-00153,Xenon Hd Webcams XE768,webcams,HD,Xenon,XE768,pcs,7170.0,5377.5,4570.88,4302.72,SUP011,SUP022|SUP012,0.1999,0.232,0.305,introduction,2022-09-29,,1.7748,"{1: 0.905, 2: 0.905, 3: 1.011, 4: 1.097, 5: 1.096, 6: 1.064, 7: 1.096, 8: 0.92, 9: 1.004, 10: 1.02, 11: 0.95, 12: 1.022}",0.093,webcams:HD,0.0344,12,0.1829,True,1,1
PRD00154,SKU-WEB-00154,Xenon 4K Webcams XE662,webcams,4K,Xenon,XE662,pcs,1140.0,855.0,726.75,672.16,SUP011,SUP022|SUP012,0.2139,1.098,0.105,growth,2023-09-29,,0.901,"{1: 0.986, 2: 0.925, 3: 0.977, 4: 1.071, 5: 0.928, 6: 1.118, 7: 1.079, 8: 0.934, 9: 0.902, 10: 0.955, 11: 0.912, 12: 0.975}",0.277,webcams:4K,0.0302,12,0.0706,True,1,1
PRD00155,SKU-WEB-00155,Xenon 4K Webcams XE295,webcams,4K,Xenon,XE295,pcs,1810.0,1357.5,1153.88,1095.53,SUP011,SUP009|SUP012,0.193,0.125,0.078,decline,2022-09-29,,0.3911,"{1: 0.996, 2: 1.015, 3: 1.067, 4: 1.054, 5: 1.035, 6: 1.048, 7: 1.095, 8: 0.967, 9: 0.947, 10: 0.902, 11: 0.968, 12: 0.951}",0.416,webcams:4K,0.0349,12,0.3312,True,1,1
PRD00156,SKU-WEB-00156,Torque Hd Webcams TO403,webcams,HD,Torque,TO403,pcs,1260.0,1154.99,981.74,882.65,SUP022,SUP012|SUP011,0.2358,0.028,1.687,decline,2024-05-18,,2.3395,"{1: 1.1, 2: 0.963, 3: 0.992, 4: 1.07, 5: 0.961, 6: 1.089, 7: 1.136, 8: 0.926, 9: 0.984, 10: 0.962, 11: 1.035, 12: 0.927}",0.243,webcams:HD,0.0201,12,0.1541,True,1,1
PRD00157,SKU-WEB-00157,Jetstream Hd Webcams JE185,webcams,HD,Jetstream,JE185,pcs,6400.0,4800.0,4080.0,3780.49,SUP022,SUP009|SUP012,0.2124,0.262,0.106,mature,2021-11-23,,0.2404,"{1: 0.99, 2: 1.014, 3: 1.06, 4: 1.086, 5: 0.983, 6: 1.148, 7: 1.033, 8: 1.007, 9: 0.904, 10: 1.001, 11: 1.009, 12: 1.047}",0.814,webcams:HD,0.0371,12,0.0319,True,1,1
PRD00158,SKU-WEB-00158,Zenith 4K Webcams ZE392,webcams,4K,Zenith,ZE392,pcs,1630.0,1558.32,1324.57,1272.15,SUP012,SUP022|SUP009,0.1836,2.336,0.326,growth,2024-08-24,,1.0874,"{1: 1.077, 2: 1.041, 3: 1.039, 4: 0.975, 5: 0.969, 6: 0.991, 7: 1.206, 8: 1.021, 9: 0.98, 10: 1.009, 11: 0.908, 12: 0.935}",0.689,webcams:4K,0.0311,12,0.1729,True,1,1
PRD00159,SKU-WEB-00159,Jetstream 4K Webcams JE161,webcams,4K,Jetstream,JE161,pcs,4420.0,4314.45,3667.28,3401.69,SUP022,SUP012|SUP011,0.2116,1.03,0.035,mature,2025-05-25,,0.9272,"{1: 0.939, 2: 0.975, 3: 1.021, 4: 1.056, 5: 0.973, 6: 1.128, 7: 1.096, 8: 1.069, 9: 1.014, 10: 0.958, 11: 1.041, 12: 1.064}",0.441,webcams:4K,0.0238,12,0.2842,True,1,1
PRD00160,SKU-PRI-00160,Griplex Laser Printers GR454,printers,laser,Griplex,GR454,pcs,19820.0,14865.0,13887.51,13615.21,SUP027,SUP010|SUP030,0.0841,0.698,0.528,mature,2025-12-16,,0.6497,"{1: 1.042, 2: 1.051, 3: 0.978, 4: 1.031, 5: 1.022, 6: 1.205, 7: 1.2, 8: 0.917, 9: 0.932, 10: 0.927, 11: 1.086, 12: 1.083}",0.159,printers:laser,0.0272,12,0.1489,False,1,1
PRD00161,SKU-PRI-00161,Aurex All-In-One Printers AU229,printers,all-in-one,Aurex,AU229,pcs,16890.0,12667.5,10870.16,10657.02,SUP027,SUP010|SUP030,0.1587,0.292,0.194,mature,2025-03-10,,2.6552,"{1: 0.977, 2: 0.956, 3: 0.981, 4: 1.024, 5: 0.962, 6: 1.075, 7: 1.235, 8: 1.094, 9: 0.992, 10: 0.965, 11: 0.909, 12: 0.907}",0.591,printers:all-in-one,0.0215,24,0.25,False,1,1
PRD00162,SKU-PRI-00162,Drift Inkjet Printers DR670,printers,inkjet,Drift,DR670,pcs,5860.0,4984.14,4316.93,4232.28,SUP027,SUP010|SUP030,0.1509,0.399,0.249,mature,2023-08-05,,1.6696,"{1: 1.007, 2: 0.968, 3: 0.995, 4: 0.953, 5: 0.926, 6: 1.043, 7: 1.071, 8: 1.091, 9: 1.015, 10: 0.998, 11: 0.977, 12: 1.042}",0.515,printers:inkjet,0.0257,12,0.0769,False,1,1
PRD00163,SKU-UPS-00163,Novak Line-Interactive Ups Devices NO592,ups_devices,line-interactive,Novak,NO592,pcs,2640.0,1980.0,1801.64,1766.31,SUP003,SUP018,0.1079,0.301,0.137,mature,2024-08-04,,0.4768,"{1: 0.903, 2: 0.943, 3: 1.048, 4: 1.071, 5: 1.08, 6: 1.174, 7: 1.157, 8: 1.32, 9: 1.054, 10: 1.007, 11: 0.951, 12: 0.964}",0.425,ups_devices:line-interactive,0.0126,24,0.0964,False,1,1
PRD00164,SKU-UPS-00164,Torque Line-Interactive Ups Devices TO828,ups_devices,line-interactive,Torque,TO828,pcs,12520.0,9390.0,8528.88,8361.65,SUP018,SUP003,0.1095,1.7,0.106,decline,2025-04-04,,0.3213,"{1: 1.099, 2: 0.932, 3: 1.02, 4: 1.086, 5: 1.067, 6: 1.235, 7: 1.252, 8: 1.112, 9: 0.902, 10: 0.987, 11: 0.918, 12: 0.972}",0.329,ups_devices:line-interactive,0.0157,24,0.3803,False,1,1
PRD00165,SKU-UPS-00165,Drift Online Ups Devices DR687,ups_devices,online,Drift,DR687,pcs,9750.0,7312.5,6437.33,6311.11,SUP018,SUP003,0.1369,0.297,0.444,mature,2022-01-02,,0.5343,"{1: 0.908, 2: 1.081, 3: 1.091, 4: 0.901, 5: 0.943, 6: 1.123, 7: 1.268, 8: 1.224, 9: 0.935, 10: 1.063, 11: 0.971, 12: 0.992}",0.361,ups_devices:online,0.0123,24,0.1012,False,1,1
PRD00166,SKU-UPS-00166,Torque Online Ups Devices TO336,ups_devices,online,Torque,TO336,pcs,7650.0,5737.5,4876.88,4722.64,SUP003,SUP018,0.1769,1.693,0.59,growth,2025-12-31,,2.3486,"{1: 1.032, 2: 0.905, 3: 1.0, 4: 1.046, 5: 0.938, 6: 1.187, 7: 1.208, 8: 1.257, 9: 1.093, 10: 1.07, 11: 1.024, 12: 1.017}",0.24,ups_devices:online,0.0249,12,0.3409,False,1,1
PRD00167,SKU-UPS-00167,Novak Line-Interactive Ups Devices NO704,ups_devices,line-interactive,Novak,NO704,pcs,4670.0,4364.23,3997.59,3919.21,SUP003,SUP018,0.102,0.235,0.19,growth,2022-02-10,,0.4295,"{1: 0.967, 2: 1.092, 3: 1.002, 4: 1.065, 5: 0.926, 6: 1.144, 7: 1.307, 8: 1.172, 9: 1.03, 10: 1.095, 11: 1.01, 12: 0.961}",0.684,ups_devices:line-interactive,0.0122,12,0.3167,False,1,1
